ID	text	Class
968	RT @USER: يا جبران يا ابن جرجي وقف عند حدّك بقى كتير زوّدتا بطل في شي تسرقو شكّيت على جيبة المواطن الفقير يلي بيفلح كل لنهار ليطلع…	NOT_OFF
969	RT @USER: يا عروس الكون يا ضيَّ العيون، يا ملاكٍ ينثر عطور الزهور👰🏻💜 @USER	NOT_OFF
970	@USER أيوه إنت يا حماده يا حبيبي تبطل فتي 😏	NOT_OFF
971	RT @USER: يا رب تنصرنا يا الله <LF>#اعتصام_القيادة_العامة <LF>#لم_تسقط_بعد <LF>#السودان URL	NOT_OFF
972	دايم الحاجه اللي تحبها تكون بعيده<LF>عنك يا بالمسافه يا بالشعور<LF>— بدر بن عبدالمحسن	NOT_OFF
973	@USER يا بلاش يا رخص الفجل 😂<LF>الله يسعد مساك ومسا هالضحكة 😁	OFF
974	@USER ايوا يا اس يا ملكت المحمر و المشمر 😂😂 يلاااااا	NOT_OFF
975	اخره الوساخه يا اريا يا حبيبتي 😂😂😂😂😂 URL	OFF
976	لا ثانية واحدة كدة<LF>هى اسمها كان يا ما كان يا سادة يا كرام مش يا سعد يا إكرام<LF>احيه	OFF
977	انتِ روحي كيف منها بكتفي ، يا طموحي يا مناي وغايتي ..	NOT_OFF
978	اه يا لالي يا لالي يا لالي يا ابو العيون السود يا خلي<LF>اه يا لالي يا لالي يا لالي خليك على كيفك تملىي<LF>يا عينى يا لالالالي ياروحي يا لالالالي يا سيدى يا لالالالي	NOT_OFF
979	(7) <LF> وجّهت وجهيّ للذي جعل الشَّهادة <LF>وحرّم القتلَ والإبادة ،<LF>إني مجنونكَ يا حُبي ، يا من تستوطن في لُبي <LF>أحبك كما بِلادي <LF>فما أصدق الحب إلا <LF>في جنون الحربِ ، URL	NOT_OFF
980	اللهم يا سمِيع الدعواتِ يا مُقِيل العثراتِ ياقاضِي الحاجاتِ يا كَاشِفَ الكَرُبَاتِ يَا رَفِيعَ الدَّرَجَاتِ وَيَا غَافِرَ الزلاتِ اغْفِرْ لِلْمُسْلِمِينَ وَالمُسْلِمَاتِ وَالمُؤْمِنِينَ وَالمُؤْمِنَاتِ الأحْيَاءِ مِنْهُم وَالأمْوَاتِ إِنكَ سَمِيعٌ قَرِيبٌ مُجِيبُ الدَّعَوَاتِ .	NOT_OFF
981	يا مكثرك فيني يا جعلك ما تقل..	NOT_OFF
982	@USER يا حليييييلة يا حليلة يا حليلة 💙🌻	NOT_OFF
983	كسمك يا بكاري يا جساما يا ابن المنايك	OFF
984	@USER @USER ولك يا خائن يا عميل يا عوني حدادين ولك بدك قبل ما تقرأ ما يكتبه اصغر اردني تروح تتحمم وتنظف حالك من وساختك النتنه فكيف عند قرأة ما يكتبه سيد البلاد واشرف العرب جلالة الملك عبدالله بس شو اقول لواحد مثلك معتوه ونتن وخائن لاهله 	OFF
985	@USER انا يا عم انا يا اعمى !! جاجك خابط في نقوخم	NOT_OFF
986	@USER كده انت خلاص بقيت حامي حقوق المرأة<LF>طب ليه يعم الكلبوبة متكلمتش عن الشتايم إللي شتموها وإنت مغروش صوتهم في الفيديو زكمان لبسهم فعلاً مخالف للدين والآداب العامة ومفيش بنت ماشية محترمة ولابسة لبس محترم حد هيعاكسها يا كلبوبة يا ابن كوم شكاير ال	OFF
987	يا نجمتِي المُذهلة يا شخصي الغيّير🖤🖤.	NOT_OFF
988	RT @USER: شوفو يا تعطونا راحه يا تعطونا راحه اختارو وحده من الثنتين <LF>#الثانوي_يطالبون_براحة	NOT_OFF
989	@USER @USER @USER تسلميلي يا هوبة يا رب حبيبتي ❤😘	NOT_OFF
990	"🌴""يا كافي يا غني يا فتاح يا رزاق""🌴<LF>🌴""يا كافي يا غني يا فتاح يا رزاق""🌴<LF>🌴""يا كافي يا غني يا فتاح يا رزاق""🌴<LF>🌴""يا كافي يا غني يا فتاح يا رزاق""🌴<LF>🌴""يا كافي يا غني يا فتاح يا رزاق""🌴<LF>🌴""يا كافي يا غني يا فتاح يا رزاق""🌴"	NOT_OFF
991	يا جمالك و يا جمال ابتسامتك 💘💘💘 — خلقت ربنا ولله الحمد😌 URL	NOT_OFF
992	يا هيك الشغل يا بلاش 😜😜 @USER<LF>ولا ايش رياك.يا قاعود 🤣😂 @USER URL	NOT_OFF
993	RT @USER: و عشانك يا سودان يا سودان ⁦🇸🇩⁩<LF>#اعتصام_القيادة_العامة <LF>1:02pm URL	NOT_OFF
994	يا انتي .. يا انتي أحبابي !	NOT_OFF
995	RT @USER: قرب يا استاذ قربي يا هانم 😂😂 URL	NOT_OFF
996	RT @USER: @USER الف مبرووووك يا ميرو يا رب دايما 😍	NOT_OFF
997	يا ساااتر يا الرعب 😂😂😂😂😂😂😂 اهم شي صوت الضرب والشعر كيف مسحوب 😂😂😂😂😂😂 URL	NOT_OFF
998	@USER @USER @USER غردي بحسابك اذا كان فيه اعلى من ١٠ متابعين لانه بينحسب تصويت لبانقتان في البيلبيورد اذا ماعندك ١٠متابعين قولي للارمي يتابعونك كل الي عليك انك يا تسوي رتويت يا انك تنسخ هالتغريدة I just voted for BTS for #BBMAsTopSocial 	NOT_OFF
999	البنات <LF>اذا حبت وحده <LF>تقول : اخبارك يا حيواانه ☺<LF>مااحلاكي تجنني يا كلبه☺<LF>فقدتك يا حماره ☺<LF>وإذا تصايحت معها <LF>تقول: اسمعي حبيبتي😡<LF>احترمي نفسك يا عمري😡<LF>شوفي تصرفاتك بالاول يا قلبي😡<LF>؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟<LF>انفصااام بالشخصية و لا البرمجة غلط ؟؟؟؟!!!!<LF>😅😃😂😂😂	OFF
1000	@USER @USER انجبوا يا كلاب يا كفره افتهموا القضيه وتعالوا انبحوا	OFF
1001	هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت هانت يا لانا هانت يا لانا هانت يا لانا هانت يا لانا هانت هانت خلاص هانت هانت..	NOT_OFF
1002	RT @USER: يا الدواسر يا هل القب الأصايل<LF>ليت منكم واحد(ن) في كل ديـرة🌹	NOT_OFF
1003	RT @USER: يا فيلانويفا يا محبوب يا ساكن قلوب الجمهور <LF>🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛 URL	NOT_OFF
1004	@USER يحضرنى فى هذا الموقف ابيات شعر خالدة :<LF>يا حلولي يا حلولي وده ايه ده اللي بيحصلي كل مابملا ف عقلي بكبر.. بكبر سنتي وملي يا حلولي يا حلولي	NOT_OFF
1005	RT @USER: اشتقنا لك يا صوت الوطن ، يا غيم المطر ، يا نبض عُمان وقلبها ❤️<LF>اللهم أمطر عليه بفيض من الصحة والعافية <LF>#أخدود_الفيض٢…	NOT_OFF
1006	RT @USER: يا اصحاب يا اغراب خلاص كتبنا الكتاب شوفوا حبيبة قلبى URL	NOT_OFF
1007	RT @USER: ما هو يا اذاكر يا انام البعملوا ده مش هينفع والله	NOT_OFF
1008	@USER يا صبري يا رب😂<LF>معمريش جبت فل مارك<LF>دايما علاماتي مخسوفة🤷🏻‍♀️😂	NOT_OFF
1009	@USER يا عمممري يا نيفو والله محد يستاهل أبد اني اتضايق عشانه, ويكفي وجودك يا قلبي يغنيني عنهم كلهم 😔♥️.	NOT_OFF
1010	RT @USER: يا ضحكة العمر الحزين يا حنينه...❤️	NOT_OFF
1011	RT @USER: الله عليك يا نصر يا كبير<LF>الف مبروك الفوز للعالميين<LF>#النصر_الزوراء 💙💛	NOT_OFF
1012	@USER يا ابن الزانيه يا ابن كوم المتناكين	OFF
1013	@USER @USER ما انت يا تركز ف الكورة وتبطل الهباب اللي حاطط دماغك كله فيه دا يا تعتزل يا متخلف يا غبي يا حيوان يا اطرش	OFF
1014	RT @USER: اللّهم إنّي أسألك يا فارج الهم، ويا كاشف الغم، يا مجيب دعوة المضطرين، يا رحمن الدنيا يا رحيم الآخرة، ارحمني برحمتك 🌸🍃	NOT_OFF
1015	#قريبا_ستمطر<LF>إذا استمر هذا التصافي<LF>وزالت الأحقاد <LF>وعاشت قلوبنا <LF>بعطاء وجود<LF>.....<LF>صباح الخير <LF>للجميع<LF>صباح الخير يا أمي الحنون<LF>صباح الخير يا وطني<LF>صباح الخير يا زهور URL	NOT_OFF
1016	يا برهان يا اما تحاكم الكيزان ديل يا اما #تسقط_تالت و ياريت تلغي الدعم السريع نريد جيش واحد <LF> #السودان	OFF
1017	@USER يا حليلكم يا طواقي جالسين تردون على بعض 😂 وش أقول انا احتجاجي ١٠٠٠٪ ضد النمر	NOT_OFF
1018	@USER وانتي طيبه يا بسمه يا رب 🌹🌹🌹🌹🌹<LF>ميحرمنيش من ذوءك ابدا	NOT_OFF
1019	@USER @USER معلش يا توتو يا مهزء زعلت البت بتاعت الكومنت والبت بتاعت الاسك اعملك اي علشان تتهد مش فاهم 😂😂	OFF
1020	RT @USER: أعشق ترابك يا فلسطين يا قدس يا منارة الشرائع، يا طفلة جميلة محروقة الأصابع، حزينة عيناك يا مدينة البتول، يا واحة ظليلة…	NOT_OFF
1021	#النهايي_الهلال_النجم_الساحلي ههههههه يا النجم الساحلي يا النجم الساحلي URL	NOT_OFF
1022	@USER @USER وش تلوم يا الحرمه شبيه اخته انا اسمي فلانه يا مستخنث تفووووو يا حرمه يا فاره نجسه يا سنفور ام روح	OFF
1023	@USER يا خليل يا غبي 😂😂😂<LF>عرفتك 😂❤❤	OFF
1024	أنا بحب نفسي جداً وعارفة ان انا متعوضش ف حياة حد ، عارفة ان دماغي وصوتي وطريقة كلامي وحنيتي وقسوتي مميزين .. ف دا مش غرور قد ما هو اقتناع ان انا مش قليله ف حياة حد واسمي ميتحطش وسط اسامي كتير انا يا اكون كل حاجه يا اكون ولا حاجه ✋🏻💜	NOT_OFF
1025	يا مطيب جروحيّ يا أغلى من روحِي.	NOT_OFF
1026	@USER يا سلام يا سلام يا عومري يا ابو مولد	NOT_OFF
1027	دلؤتى انا قاعدة مع واحدة عندها 18 سنة متخانقة مع صاحبها وعمالة كل شوية تورينى مسچاته وتقولى ارد اقول إيه ارد اقول إيه<LF>ما هو يارب يا تخدنى يا تاخد الاندرإيدچ دول 😂🤦‍♀️	NOT_OFF
1028	3/4 طلاب كليتي طريقهم للكلية رايح جاي وسوا 3 او 4 ساعات في اليوم<LF>يعني يا نذاكر يا ننام يا نبات في الكلية بقى	NOT_OFF
1029	يا الله، يا عليم يا قدير، لا تآخذنا بما فعل الظلمة من الناس، والسفهاء ومن لا يشكر نعمة ولا رحمة<LF>يا الله في أرضك بقية وفي الناس بقية آمنوا بك وبأنبيائك وبرسلك وبكتبك ويؤمنون باليوم الآخر وبجنتك وبنارك.<LF>ربنا، إرحمنا ونجنا وأدخلنا في ولايتك ورحمتك حين لا ينفع إلا رحمتك، يا رحيم URL	NOT_OFF
1030	يا راحة المُنهك يا حُلو الأحلام <LF>يا أيادي العطف يا عمق الحنين<LF>يا جامع نداءات الحُب والكَلام <LF>يا مرجع اللطف على مر السنين	NOT_OFF
1031	@USER يا حصه يا هيفاء يا منيره يا هلا &lt;&lt; هالطقة واللي يرقص عليها	NOT_OFF
1032	قال هارون لموسى عليهما السلام: ﴿ يَا ابْنَ أُمَّ لَا تَأْخُذْ بِلِحْيَتِي وَلَا بِرَأْسِي ﴾<LF> لم يقل: يا ابن أبِي ولا يا أخي ولا يا شقيقي قال: ﴿يَا ابْنَ أُمَّ﴾<LF>الأمّ رحمة وشفقة حتى في ذِكْرِ اسمها	NOT_OFF
1033	"RT @USER: ""يا صديقي، يا أخي، يا أنا..<LF>تعرف أننا لا نستطيع أن نفعل شيئا لأنفسنا. ولا ينبغي أن نأخذ الآخرين بالوهم. ما من أحد يمكنه فعل ش…"	NOT_OFF
