id	text	class_label	predicted_class_label
1528	USERIDX المعيوف اللي الليل فالهيلياللي تلالا	NOT_OFF	NOT_OFF
1529	قبله الارض محراب شعر الصالحين ضحكه المسكين ام اليتامي يالخجل	NOT_OFF	NOT_OFF
1530	اللهم قوي مهيمن رحيم حقق لاهل السودان امالهم و تطلعاتهم و تردهم خاءبين واصرف عنهم شر و حقد و غيظ و كيد الكاءدين السودان	NOT_OFF	NOT_OFF
1531	انا مينون ان الحجي حجي ميانين URL	NOT_OFF	NOT_OFF
1532	اللهم مقسم الارزاق عرج اليه احب الخلق علي البراق اسق احبتي ماء الجنه الرقراقوارحمهم يوم تتناثر الصحف والاوراقواذقهم الجنه احلي مذاقوارفع درجتهم يوم التلاق اللهم انت العالم بسراءرنا فاصلحهاوانت العالم بحواءجنا فاقضهاوانت العالم بذنوبنا فاغفرها	NOT_OFF	NOT_OFF
1533	اللهم مغفرتك اوسع ذنوبي ورحمتك ارجي عندي عملي سبحانك اله غيرك اغفر ذنبي واصلح عملي انك تغفر الذنوب لمن تشاء وانت الغفور الرحيم غفار اغفر تواب تب علي رحمن ارحمني عفو اعفو عني رءف ارءف w URL URL	NOT_OFF	NOT_OFF
1534	USERIDX الزمالك بيراميدز اه بلطجي ياابن الكلب زرباوي همجي انت مين انت ياعره الرجاله تضرب صحفي علشان بيشوف عمله معرفتش تك	OFF	OFF
1535	USERIDX تكارنه جرارين مخانيث طروش البحر نيجيريا لعن الله ابو ابو ابوك	OFF	OFF
1536	الله اغفر ولكل المسلمين كريم وتب علينا رحمان رحيم URL	NOT_OFF	NOT_OFF
1537	تعيش معتز ابن النيل URL	NOT_OFF	NOT_OFF
1538	سبع لاحلايح استلحلناهم المستلحلين تقدر ملحلح مستلحلح تستلحلحلنا سبع لحاليح زي ماستلحليحناهم المستلحلحيين	NOT_OFF	NOT_OFF
1539	USERIDX هههه توارنا مقملين دواعش جايكم السيل	OFF	NOT_OFF
1540	مرحبا مروي الضامي مبعد الضيقات صدر الحزين اليا لفت	NOT_OFF	NOT_OFF
1541	رسميا انفجارات ف الخيمه الان وذلك حصول فهد المولد ع جاءزه افضل لاعب ف الجوله <NUM> وسييرا ع جاءزه افضل مدرب 😬😂 الحمدلله منت كريم رب 🙏😀 الاتحاد URL	NOT_OFF	NOT_OFF
1542	USERIDX دا طلع العيب فيكم حبايبكم بجد بءا URL	NOT_OFF	NOT_OFF
1543	ولم يخط كلمه تضيء ليل امه تخاطب السماء والاشياء تقول وساده السرير حقيبه الثياب ليل نجوم اله سحاب اما رايتم شاردا عيناه نجمتان يداه سلتان ريحان وصدره وساده النجوم والقمروشعره ارجوحه للريح والزهر	NOT_OFF	NOT_OFF
1544	كنت شغاله لبيشنت بيدو و اخته ماشافوش بربع جنيه تربيه والله طول مانا شغاله تشد ف شعر اخوها و تشيل السكشن بوقه حبيبتي ماما خلاص بقي مامتها جت قامت قيلالها الدكتوره الجايفه دي اللي هتعملي سنانيقمت قرصاها بالفورسبس و طرداها بره URL	OFF	OFF
1545	USERIDX مبروك وزه عسل عقبال التخرج ان شاء الله	NOT_OFF	NOT_OFF
1546	مسهل كريم رب الغزالي وتفاعل للجمهور الغالي	NOT_OFF	NOT_OFF
1547	USERIDX الله مدحت شاعر القرن 😃😃	NOT_OFF	NOT_OFF
1548	USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX وانا حظي فيك احلي بروفيسوره	NOT_OFF	NOT_OFF
1549	USERIDX زياد منصور اول شوفتك النهارده التغطيه قلت لامي ده اكتر مراسل بحبه وكان نفسي اكون مراسل رياضي عشان اكون زيك امي قالتلي انت احسن 😀	NOT_OFF	NOT_OFF
1550	USERIDX اللهم انا نسالك باسمك الاعظم و وجهك الاكرم جزيل العطايا حي قيوم رحمتك و رضاك عناوجنه الفردوس الاعلي للاحياء	NOT_OFF	NOT_OFF
1551	USERIDX التجديد لجروس مطلب جماهيريجدد لجروس مرتض جدد لجروس مرتض جدد لجروس مرتض جدد لجروس مرتض جدد لجروس مرتض جدد	NOT_OFF	NOT_OFF
1552	USERIDX قووووك اخي وبكيفك 🤣🤣🤣 URL	NOT_OFF	OFF
1553	صغيره علي الهم لوزه	NOT_OFF	NOT_OFF
1554	اغنيه سخيفه دهورتيني	NOT_OFF	NOT_OFF
1555	اللهم قدوس قدوس بارك مدنا و بارك صاعنا و اجعل البركه بركتين	NOT_OFF	NOT_OFF
1556	خذلت شام ام ي ومرضعتي 💔💔😪	NOT_OFF	NOT_OFF
1557	USERIDX اللهم ياسامع الصوت مجيب الساءلين اجعلنا الله تواضع فرفعته واقبل تاءبا فقبلته وتقرب فقربته وذ	NOT_OFF	NOT_OFF
1558	USERIDX اي عذاب فاجره منحطه والله العذاب انك رايحه جايه ودعس علي كرامتك الحمد لله اني سعودي الله يارب يديم ال سعود	OFF	OFF
1559	انطلاق حمله شمر بالكويت اهل القلوب الرحيمه باغي الخيرساهم معنا عتق رقبه عبدالكريم الشمري واسعاد امهاللي ارهقتها الدموع واضناها السهر URL	NOT_OFF	NOT_OFF
1560	نور عيني وانت صبحي وظلماييا فرحتي سلوتي ضحايهيا معذبي بالحب قدوه اهداي روح روحي رجاي وعمايه	NOT_OFF	NOT_OFF
1561	USERIDX عقبال نعزي فيك الاهي و سيدي زياد اسود اولاد الفتنه رقبتك بدنا نفكا زمك	OFF	OFF
1562	اللهم اغفر لابي وارحمه وسامحه واعف عنه واسكنه جنتك واشمله برحمتك رحمن رحيم غفار كريم ♥️	NOT_OFF	NOT_OFF
1563	جرا ايه جيوب انفيه ايه 😭😭😭😭	NOT_OFF	NOT_OFF
1564	USERIDX USERIDX ي مصري جرار مخنووث انا امثل قطر ايران حتي بيت امك 🤣🤣🤣 للعلم بلحه امريكا لطلب مساعدات بابا ترامب ماطرده محمد بن سلمان و محمد بن زايد ملاعين الارض 😂😂 يلا ي ابن الكلب اشوف مصري ممنش	OFF	OFF
1565	USERIDX عم هنروح عم و نسيبنا دفعتك 😂😂 URL	NOT_OFF	NOT_OFF
1566	حل مجلس امناء الحرير نصف الحل والنصف الاخر للحل الشامل للدوله ككل حل مجلس الامه بوعبدالله امل الكويت الشيخ ناصر صباح الاحمد الشيخ ناصر صباح الاحمد	NOT_OFF	NOT_OFF
1567	USERIDX ابني ابعد عني ابني	NOT_OFF	NOT_OFF
1568	USERIDX نجوم السماء عباءق النسم سحاءب الرجاء طيور الحرم رعود الشتاء جميع الامماشهدوا المساء انني قل	NOT_OFF	NOT_OFF
1569	اللهم طبيب طبيب وطبيب طبيب وطبيب طبيب سبحانك رقيب قريب سميع مجيب اقرب قريب اقرب الينا حبل الوريد فعال يريد الله ياالله ياالله	NOT_OFF	NOT_OFF
1570	USERIDX سنه وانت طيب ڤولت ريت بقء ماتش الاحد تشدو شويه علشان احنا مش قادرين نستحمل اي حاجه بجد اعصابنا باظت	NOT_OFF	NOT_OFF
1571	USERIDX هلال عشق الملايين هلاليا هلال رمز الذهب والسطاره عودتنا تاقف مواقيف الابطالوتمتع الجمهور فن ومهاره	NOT_OFF	NOT_OFF
1572	سامح شكري اخبار خيارات واراده الشعب المصري الحره اي اخبرها اطمن انت مش لوحدك URL	NOT_OFF	NOT_OFF
1573	USERIDX راس العز تاج الفخر والحق سلمان🇸🇦لكم سيره بدرب الخير والتاريخ يحكيها🇸🇦مليك ثبت باعلي الطوايل للعدل ميزان🇸🇦وهي س	NOT_OFF	NOT_OFF
1574	تابع ادعووقل حي قيوم احد صمد ياوتر يانافع مالك الملك الجلال والاكرام ياجامع هادي رشيد رحيم غفور دعاء الكرب اله الا الله العظيم الحليم اله الا الله رب العرش العظيم اله الا الله رب السموات ورب الارض ورب العرش الكريم ص البخاري	NOT_OFF	NOT_OFF
1575	USERIDX شاطر تتفاخر بالعرب انتم شو سويتوا للعرب السمعه السيءه انت اصلن عار علي العرب حثاله متخلفين رعيان شعب الكبسه شاطرين بيع بترول واصرفوا علي العالم فيكم خير علي المصاري الي عندكم كان حكمتم العالم السعوديه تخلف وفقر وقمع بتجيبوا	OFF	OFF
1576	USERIDX الظاهر انا غنيت لفي بينا دنيا دوخينا دنيا كانت ساعه استجابه	NOT_OFF	NOT_OFF
1577	USERIDX حفظك الرحمن فنان محمد اوليا نجم ⭐️⭐️⭐️⭐️ URL	NOT_OFF	NOT_OFF
1578	USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX متحمسين ع بتفكر بتحسازمه ثقه تنحل ازمتي	NOT_OFF	NOT_OFF
1579	القيناويه غاليين عليا اشرفها ميه ميه خلق اهوه طب الرهاينه عيني ع الرهانيه اهل الرهاينه دول ناس جدعانالمنياويه غالين عليا و المنيا ديه عروس الصعيد بني سويفايه دول ميه ميه رجاله مجدع و قلب حديد الوسطه مش عايز وسطه دولا ناس السطه و ايد ف الايد ابوي الاهلي URL	NOT_OFF	NOT_OFF
1580	تاعبه الناس ام عبير والنعمه تعبتيني خالص😂😂😂	NOT_OFF	NOT_OFF
1581	انا فخور اني مولود يوم زي يوم تاسيس النادي الاهلي <NUM> <NUM> مجد البلد ديه نادي الوطنيه	NOT_OFF	NOT_OFF
1582	USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX مطبلين طبلهه روما جاء الا طلعت مليون هشتاق عنه	OFF	NOT_OFF
1583	قلب محروم فرحه الايام	NOT_OFF	NOT_OFF
1584	USERIDX نبكي ام نضحك بيك عروبي مناضل خليفه كمال جنبلاط نبكي ام نضحك URL	NOT_OFF	NOT_OFF
1585	USERIDX بالعكس اسراءيل بلد بتساعد المواهب وتنميها وتستفيد لان دي الاراده السياسيه يعني تقصد تقول ان سيات الريس ماعندوش اراده لتنميه البحث العلمي والسلفيين مش معنيين بالخلايا الجزعيه الاطباء المعنيون دكتور دكتور دكتور سام	OFF	NOT_OFF
1586	الدي ام معلق مسحوب علي اتوقع الثانيه	NOT_OFF	NOT_OFF
1587	USERIDX كفايه عاشور وكفايه احمد فتحي شكرا جدران الاهلي لمتخاذلين	NOT_OFF	NOT_OFF
1588	USERIDX رب قلبي رب قلبي رب قلبي	NOT_OFF	NOT_OFF
1589	USERIDX شباب و بنات و الله ام مهند ترد و انها متعبه التعامل معها اهم شيء عندها انكم تحولون <NUM> نصف اتعابها عشين تعطيكم فقط الرقم و النصف الاخر العقد خذي فلوس علي اتعابك بالمعقول و ردي علي استفسارات الناس تتعبيهم	NOT_OFF	NOT_OFF
1590	مساء الجمال روح روحي ونفس انفاسي ومهجه الفءاد ❤️ URL	NOT_OFF	NOT_OFF
1591	رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت رب مافي اسايمنت	NOT_OFF	NOT_OFF
1592	btw انا بقيت خالو النهارده و خالو خالولي سيليا اخر اعضاء العاءله	NOT_OFF	NOT_OFF
1593	USERIDX حبيبي بودي وانت طيب حبيبي 💜💜💜	NOT_OFF	NOT_OFF
1594	USERIDX بلادي زين البلدان جنات علي حد الشوفيا ارض كريمه مضيافه وجملها ناطق بحروفناسها نخوه و ظرافه وكرمهم شايع معروفاشحال	NOT_OFF	NOT_OFF
1595	USERIDX رب حنان منان قادر قديرانصر الزمالك❤ علي حسنيه اغادير وفرح رب جمهور الزمالك العظيم الكبير❤اللهم ام	NOT_OFF	NOT_OFF
1596	املي حياتي عنيا اغلي مني اغلي مني عليا 💞💞💞	NOT_OFF	NOT_OFF
1597	اخر فتره كدا قررت اخلي كلام ربنا قدامي حاجه وخصوصا تعاملي الناس ولقيت انها حاجه مريحه جدا اه برجع كتير متضايقه اني مردتش ع كلام ضايقني بكلام يضايق وهكذا بقا بحس انه انا ماعملش كدا انا مرتاحه اني ماردتش الكلام دا بكلام ليه نفس التاثير بسكت برد بكلام كويس	NOT_OFF	NOT_OFF
1598	دي الخرا دي الخرا دي الخرا URL	OFF	OFF
1599	ستي احلي الناسدمرونا بالسياسهتفرقنا وتقسمناكله علشان الكراسيغانتس والدحيه 😌 URL	NOT_OFF	NOT_OFF
1600	نيالكم اهلي ينادوكم فيكم بزوار ابا عبدالله 😭😭😭🙏🏻💕💕	NOT_OFF	NOT_OFF
1601	و شعور انغام قالت حتي تحب ثاني بشارك يحبك فيك واحده الثنتين خيرك الله امرين تترك عشاني اما تنقسم نصين	NOT_OFF	NOT_OFF
1602	رافضك زماني اواني يامكانيانا عايز اعيش كوكب تاااااااااااني	NOT_OFF	NOT_OFF
1603	USERIDX اسمع بهيم اسمع وزير الاعلام URL	OFF	NOT_OFF
1604	USERIDX بديع السماوات جاعل الظلمات راحم العبرات مقيل العثرات ساتر العورات محيي الاموات منزل	NOT_OFF	NOT_OFF
1605	USERIDX حلمك عمر لطفي حقيقه مش خيال دام الثبات اهلي البطولات	NOT_OFF	NOT_OFF
1606	USERIDX دعواتكوا زملكويه مخلصين وتحيا مصر	NOT_OFF	NOT_OFF
1607	صيف شتا انما الجو الانتقالي دا بيبقي تعب وعيا وقرف وجيوب انفيه والتهاب اذن وسطي وحقيقي اقذر فتره بالنسبه ليا السنه كلها	NOT_OFF	NOT_OFF
1608	USERIDX حبيبي والله صاحبي ربنا يخليك ذوق شكرا جدا 💖💖💖💖💖💖💖 URL	NOT_OFF	NOT_OFF
1609	تلعب برجوله تبقا سنه اولي	NOT_OFF	NOT_OFF
1610	سكاكر السكر مسكريا حلاوه مشبك معقوده ❤️🎶	NOT_OFF	NOT_OFF
1611	USERIDX مطولك روح اذا مره كاسرين خاطرك هالعوانس ساعد الشباب ع الزواج وبعدين خير بتخطب وبنفس الوقت تراني بتزوج بجاحه ترا مين الغبيه الي بتوافق ع هالشي	NOT_OFF	OFF
1612	فارج الهم كاشف الغم الله 🕊💔	NOT_OFF	NOT_OFF
1613	اصدقاءي شمسي الظاهره علي وجهي	NOT_OFF	NOT_OFF
1614	رب يفوز الاتحاد رب رب URL	NOT_OFF	NOT_OFF
1615	USERIDX والله خالد الاحتياط يملون العين والامر الثاني عامل السرعه يفرق الاتحاد داخل المباره موت حياهالعتب علي الخطه الي لعب بدايه المباره كان لازم يغيرها تماما ظل غياب مرابط الجمعيه احترامي مو لاعب تتكل	NOT_OFF	NOT_OFF
1616	USERIDX رب متجعلنيش ابدا مدعيين المثاليه او مش مدركه اني عندي double standards رب رب عدم الادراك دا اسوا المراحل بجد	NOT_OFF	NOT_OFF
1617	USERIDX 😂😂😂شوف الناس اللي عندها حلول وكلامها مقنع الله عليكي ايه فخر تويتر 😂😂	NOT_OFF	NOT_OFF
1618	USERIDX الله يبارك فيك شهم اصيل وياكريم ابن الكرام	NOT_OFF	NOT_OFF
1619	حلم الايام الشداد حلم الايام الليانابطيت اقول الله كريم ابطيت والكلمه عسي URL	NOT_OFF	NOT_OFF
1620	حلوه العينين نجمتي الحلوه❤️	NOT_OFF	NOT_OFF
1621	USERIDX احمد شهاب زنو😂😂	NOT_OFF	NOT_OFF
1622	USERIDX فينك سيد مشاغب والفرحه تكمل	NOT_OFF	NOT_OFF
1623	قدس مدينه تفوح انبياء اقصر الدروب الارض والسماء قدس مناره الشراءع طفله جميله محروقه الاصابع حزينه عيناك مدينه البتول واحه ظليله مر الرسول حزينه حجاره الشوارع حزينه ماذن الجوامع منبر فلسطين	NOT_OFF	NOT_OFF
1624	USERIDX USERIDX احنا اتباع ايران ال سلول نسل اليهود	OFF	OFF
1625	الانتظار الحلو انتظار احب التواريخ لقلبي باقي يومين وتكبرين سنه وبتكبر الصدفه اللي علمتني ان حظي عظيم كلها يومين وتكبر حلوتي منتظره ميلادك صاحبه القلب اللطيف اجمل قرب ميلاده💜💜 USERIDX	NOT_OFF	NOT_OFF
1626	USERIDX رجال زق ملك الزق 😂	OFF	OFF
1627	USERIDX عنب مشموش انا برمش شوفو قبالي قلبي بايدي بكموش😌 الفنانه القديره ليال عبود	NOT_OFF	NOT_OFF
1628	USERIDX مجدي لءيم عاوزنا نصعدوا علشان ننتبه افريقيا وتاخدوا الدوري 😂	NOT_OFF	NOT_OFF
1629	USERIDX امه محمد اهل الخير امه محمد ابوس رجلكم ابوس حفي رجلكم ابني يتوجع ابني ينزف ابني عنده سرطان الدماغ وغدد عنق	NOT_OFF	NOT_OFF
1630	USERIDX الحاجه اللي احبها تبقي ليا لوحدي اما تغور	NOT_OFF	NOT_OFF
1631	USERIDX امشي متخلف ارهابي زامل متاع تورابورا بوفتا بغل	OFF	OFF
1632	USERIDX اول مواعيدي و اخر مواعيدي	NOT_OFF	NOT_OFF
1633	المنطق الشرطه تقبض علي واحد وتضربه علي دماغه يوقع يحطش منطق مش كده شعب جاهل متخلف مريض جبان	OFF	OFF
1634	USERIDX ساتر رب فخامه	NOT_OFF	NOT_OFF
1635	ياخ الميتين ديل جابو لينا ديبرشن عديل نحتفل يجو يبلونا بعدو يوم عليبلطلاق البلد ديا اعتصام القياده العامه	NOT_OFF	NOT_OFF
1636	واليوم وصلت بيننا مثل الاجناب الغلا ضيعته سفابهباكر الا جينا مثل الاغراب عقب كنا الاهل والقرابهالامر لله شي اسباب والا الهوي وش علي هج بابه	NOT_OFF	NOT_OFF
1637	عيونها عذابي سهادي و اغترابي	NOT_OFF	NOT_OFF
1638	فرج عامر معيرص 😒 URL	OFF	OFF
1639	USERIDX USERIDX USERIDX هههههههههههههههههههههه طحلبي صغير جده جاهل شوف بطولات الاتحاد قبل <NUM> URL	OFF	OFF
1640	USERIDX ربنا يسعدك ويفرح قلبك بومه بنت ماما اسمها ايه	NOT_OFF	NOT_OFF
1641	USERIDX البشير خلد و لابوتفليقه دام حكمه و امرك سلمان و محمد و تميم وياال زايد عودوا الي ربكم و كفوا الركو	NOT_OFF	OFF
1642	USERIDX مين السيسي خليه يسيطر علي شعبه اول شي بعدين يجي يفتي الفتاوي بتمشي علينا خليك حمايه اسراءيل وحمايه السفاره الاسراءيليه احنا كبار بلحه بتاع الفلاتر انت	OFF	OFF
1643	قليل الحك ي سارق تفكيري💙	NOT_OFF	NOT_OFF
1644	رب رب رب ربيا رب رب رب ربيا رب رب رب ربيا رب رب رب رب	NOT_OFF	NOT_OFF
1645	ايها المهدي بن محمد بنهجك سءلنا يتحققبك نستغيث فقد سءمنا فرقه نرجو الوفاق سواك يوفق	NOT_OFF	NOT_OFF
1646	USERIDX USERIDX USERIDX عيب عثمانه كسلانه عبيطه باندا هههههههههههههههههه	OFF	OFF
1647	USERIDX تصوير وزقه التصويت وغرضها علي النت دي قضيه محامي بتاع القانون حتقول حسابي اتسرق 😂😂😂و ايه اللي انت لابسه ده انت لسه شغال قهوجي 🤔	OFF	NOT_OFF
1648	تكون الماوي العاصفه يصير تكون الاثنين	NOT_OFF	NOT_OFF
1649	يه يه يه يه فخرنا اللي ينشد فيج الظهر URL	NOT_OFF	NOT_OFF
1650	USERIDX خلاص جبرت علي كدا 🙇🏻‍♀️🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 يللا ادهم صاحبي نمشي 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 USERIDX	NOT_OFF	OFF
1651	سهر بتشرين ذهب الغالي♥️ URL	NOT_OFF	NOT_OFF
1652	تعبير امريكي بيقول Turn your worries into prayers يعني حول قلقك وشكوتك الي دعاء ماتشتكيش ل الخلق ل رب الخلق دايما الحل الدعاء ومفيش دعاء مفيش بعده جبر رد ربنا علي دعاءنا بيكون حاجه تلاته استجابه استجابه مش دلوقت بديل افضل اللي انت عايزه	NOT_OFF	NOT_OFF
1653	USERIDX الفيفا يرد احتجاج الهلال صحيحلو تكلمون ترامب الدوري نصراوي غصبا عنكم زلايب صغير الرياض URL	OFF	OFF
1654	غنام عفن يوم جاء وقت الحسم تجي ورعنتك ورعونتك	OFF	NOT_OFF
1655	صباح الخير مالي عمري رضا شبيه الورد معني الحياه🕊💛	NOT_OFF	NOT_OFF
1656	USERIDX USERIDX اخويا زوز حبيبي ❤️💛وانت طيب قلبي ربنا يخليك حبيبي 💚❤️💙	NOT_OFF	NOT_OFF
1657	صوري وانا صغيره كلها ابكي زعلانه معصبه حسبي الله علي كان السبب كرهوني بحياتي الصغر	NOT_OFF	NOT_OFF
1658	USERIDX الله يرحمها و يغفر عظم الله اجركم سمو الامير ابو فيصل	NOT_OFF	NOT_OFF
1659	USERIDX اخدود الهزيم عسي رب بالرحمه العميمه تعم البلاد بالخير وغيث طيبينبت الزرع ويدر الضرع رب رب رب تصويري USERIDX	NOT_OFF	NOT_OFF
1660	USERIDX USERIDX عطرالشوق شهد وذوق نور الشمس صوت الهمس يسعد صباحك اي اني احجي URL	NOT_OFF	NOT_OFF
1661	دقيقتين 😂😂😂يا حكم ابن المره مستفز حيوان	OFF	OFF
1662	USERIDX USERIDX USERIDX USERIDX قلوب المصريين اتكلم نفسك روح الروح صاحب اكبر عدد ميداليات اوليمبياد التعريض	OFF	OFF
1663	USERIDX جيتك سحايب غيث جيتك هماليليا غايتي منيتي ودادي	NOT_OFF	NOT_OFF
1664	USERIDX عقبال ماءه سنه طيب الذكر زعيم الاهلاووووووووويه	NOT_OFF	NOT_OFF
1665	USERIDX USERIDX USERIDX تقول امعه اقطع واخس قبحك الله يانذل منحط سافل كلب جحش اقذر جرذ ياكاذب	OFF	OFF
1666	لغه بليغه جميله سمراء	NOT_OFF	NOT_OFF
1667	It seems like 👇تاني زكي تافه رحتلهم تاني عشان يضربوك وياخدوا هدومك تاني 😂😂😂 URL	NOT_OFF	NOT_OFF
1668	USERIDX سلام علي التواضع فخر العرب 😁	NOT_OFF	NOT_OFF
1669	نااس عشمانين اللقا بطلو مخدرات بقا 😂😂	NOT_OFF	NOT_OFF
1670	هههههههههههههه اخرجوو حمير صغار ايطالي يوفنتوس اياكس	OFF	OFF
1671	هدووا القدساوي هدووه خير دبووووووه ليله دانه ليله دانه	NOT_OFF	NOT_OFF
1672	USERIDX باختصار ضياء الشمس رايه لبلادييا بطل انت البطلانت حب الروح تاج النواديوبالمثل مالك مثليا حبنا عشقنا	NOT_OFF	NOT_OFF
1673	USERIDX الناس اللي بتفضل تقول رب اموت رب اموت😢يقول الرسول صلي الله وسلم يتمنين احدكم الموت لض	NOT_OFF	NOT_OFF
1674	بدري خري ايطالي والله يلعن ايطاليا ولاعبينها و مدربينها	OFF	OFF
1675	USERIDX USERIDX مصور بطل 🤩🤩♥️ احد الاشياء اللي احبها اني اتفرج time lapse واشوف الشي يكمل الوقت 😻وحقيقي براڤو براڤ	NOT_OFF	NOT_OFF
1676	غايتي احلامي الورديه 💗	NOT_OFF	NOT_OFF
1677	القبال السمح مملوح بهجه سماي	NOT_OFF	NOT_OFF
1678	ستير ستير ان شاء الله الطباخ السوداني مصارله شي URL	NOT_OFF	NOT_OFF
1679	USERIDX بموت يعني صح مالي دخل احس اللي يسوي حركه بايخه والله ماله داعي كامل شي ويت برسلش فالواتس احسن	NOT_OFF	NOT_OFF
1680	USERIDX السءال منصف عادل كره محمود علاء عرقل فبها المهاجم منفرد الا يستحق الانذار التاني والطردالكره عدت الخط	NOT_OFF	NOT_OFF
1681	USERIDX موسم صفري يليق بعمل ادارتك الشتويه لعنه الله وعلي جابك تتراس الاهلي رمه بكايه فاشل USERIDX	OFF	OFF
1682	سااتررررر سااتررررر سااتررررر سااتررررر سااتررررر	NOT_OFF	NOT_OFF
1683	USERIDX ارحمنا رب ارحمنا رب ارحمنا رب URL	NOT_OFF	NOT_OFF
1684	USERIDX USERIDX الهزيمه حليف اسير التشاد ايها العرب المتصهينه غور قواد جامي مدخلي يهود القبله الشعوب تعلنكم المحيط الي الخليج برا و بحرا و جوا قطر و تركيا ارجل و اطهر منكم خونه مخانيث الصهاينه دافعي الجزيه	OFF	OFF
1685	طرابلس ليبيا السعوديه علي الباغي تدور الدواءر ال سعود اعداء الحريه URL	OFF	NOT_OFF
1686	USERIDX USERIDX اهل قطر حيف والله تردون علينا افا	NOT_OFF	NOT_OFF
1687	عساني حي واحضر اعيادك واهديك الورد ينتهي ميلادك لاكن ماينتهي غلاك بقلبي طول العمر ماينتهي ميلادك انا موعود اغلي دروبي دنيتي و الكون ونجومه علي حبك شهود مجره تعرف اني ابحتفل بميلادك طالت بينا المسافه انا غيرك يستاهل تضحياتي ياغناتي USERIDX	NOT_OFF	NOT_OFF
1688	قوليلي يااسراءهنتجوز امتيماهو مش هنعيش عازبون الزمن الخالي الزتون — حول الله رب URL	NOT_OFF	NOT_OFF
1689	USERIDX ربنا يسعدك شذي رب الف مبروك💜	NOT_OFF	NOT_OFF
1690	USERIDX ختي ختي ختي بصوت عبله كامل هههه	NOT_OFF	NOT_OFF
1691	مبيهزرش ده يونج مغفل الغلطه بجون	OFF	NOT_OFF
1692	USERIDX USERIDX دامه يفهم جاك منيوك مخنث قحبه	OFF	OFF
1693	USERIDX السلام سيدي ومولا ابا عبد الله الحسين	NOT_OFF	NOT_OFF
1694	USERIDX USERIDX USERIDX USERIDX مبروك فادي حبيبي 😒 URL	NOT_OFF	NOT_OFF
1695	USERIDX اغلي الحبايب سكر و دايب😂😂😂	NOT_OFF	NOT_OFF
1696	تستاهل ابو احمد مشرفنا حته URL	NOT_OFF	NOT_OFF
1697	USERIDX محمد خيري عمر عمر عمري انت روح روح روحيدخيل قلبك ابن بلدي ابن حلب العظيمه ريتني موت فداك و فدا صوتك ❤❤❤	NOT_OFF	NOT_OFF
1698	USERIDX USERIDX بو بداح صباح الخيرات الغالي 💐	NOT_OFF	NOT_OFF
1699	واراقب الدرب رحت اصدق باعتني ضلوعك ظلك يختفي حتي اصدق انني عدت شيءا فيك زمن ابتهاج القلب فرح الدموع 🌑	NOT_OFF	NOT_OFF
1700	USERIDX رب شوشو جميله 💕💕	NOT_OFF	NOT_OFF
1701	قروب المشتاقون للجنه عبدالرحمن الخشتياللهم رضاك و عفوك وغفرانك و رحماتك و رضوانك و اعالي جناتك لجميع احبابنا فارقونا للقبور واجعلهم الغر المححلين الواردين للحوض المورود الشاربين عفو غفور رحيم تواب لطيف رءوف حليم الفضل العظيم اللهم امين URL	NOT_OFF	NOT_OFF
1702	USERIDX USERIDX الله معالي الوزير فخر العرب	NOT_OFF	NOT_OFF
1703	USERIDX USERIDX ننتظركم فخر القصيم متعه الدوري	NOT_OFF	NOT_OFF
1704	USERIDX ولك انامش عارف وين بدي ابدا احقر واوسخ خلق الله ولك انت انك رجل ظهر رجل مسخ عبد ابن الكلب والكلب ابن الخنزير والخنزير حاكمك اللي لحس قفي ترامب وترامب هزاه بكل مره بطلع بحكي ولكوا انتوا حثاله المجتمع العربي ولكوا	OFF	OFF
1705	USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX USERIDX احسن الناس ابوح ♥️♥️😔	NOT_OFF	NOT_OFF
1706	كومان قرر يلعب لوحده اهه متخاذل نص USERIDX	OFF	OFF
1707	USERIDX بعدي والله احلي تعرفت ♥️♥️	NOT_OFF	NOT_OFF
1708	USERIDX نقصاك والله نجم مصر عم الناس ♥️يا احلي حاجه حصلت الكوره	NOT_OFF	NOT_OFF
1709	اللهم تحرمنا ونحن ندعوك تخيبنا ونحن نرجوك اللهم فارج الهم ويا كاشف الغم مجيب دعوه المضطرين رحمن الدنيا رحيم الاخره ارحمنا برحمتك اللهم اسلمنا وبك امنا وعليك توكلنا فاغفر قدمنا اخرنا اسررنا اعلنا وانت المقدم وانت المءخر اله الا انت	NOT_OFF	NOT_OFF
1710	USERIDX حنانا يقسي ذاكرا ينسي واحدا يثني نورا ينطفء لطفا ينفد ويا ودا لاينقطع فيك	NOT_OFF	NOT_OFF
